Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
9/27/2015,1/27/1900,September,2015,24,Youth (<25),M,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",1,42,54,10,42,52
11/27/2013,1/27/1900,November,2013,24,Youth (<25),M,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",24,42,54,236,1008,1244
11/27/2015,1/27/1900,November,2015,24,Youth (<25),M,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",21,42,54,207,882,1089
12/25/2013,1/25/1900,December,2013,24,Youth (<25),M,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",2,42,54,20,84,104
12/25/2015,1/25/1900,December,2015,24,Youth (<25),M,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",3,42,54,30,126,156
3/21/2014,1/21/1900,March,2014,24,Youth (<25),M,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",25,42,54,246,1050,1296
3/21/2016,1/21/1900,March,2016,24,Youth (<25),M,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",24,42,54,236,1008,1244
6/17/2014,1/17/1900,June,2014,24,Youth (<25),M,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",1,42,54,10,42,52
6/17/2016,1/17/1900,June,2016,24,Youth (<25),M,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",1,42,54,10,42,52
10/2/2013,1/2/1900,October,2013,26,Young Adults (25-34),F,Germany,Hessen,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",8,42,54,66,336,402
10/2/2015,1/2/1900,October,2015,26,Young Adults (25-34),F,Germany,Hessen,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",9,42,54,74,378,452
12/4/2013,1/4/1900,December,2013,37,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",25,42,54,3,1050,1053
12/4/2015,1/4/1900,December,2015,37,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",22,42,54,3,924,927
12/11/2013,1/11/1900,December,2013,37,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",1,42,54,0,42,42
12/11/2015,1/11/1900,December,2015,37,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",3,42,54,0,126,126
12/21/2013,1/21/1900,December,2013,37,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",3,42,54,0,126,126
12/21/2015,1/21/1900,December,2015,37,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",3,42,54,0,126,126
1/28/2014,1/28/1900,January,2014,37,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",25,42,54,3,1050,1053
1/28/2016,1/28/1900,January,2016,37,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",26,42,54,3,1092,1095
1/31/2014,1/31/1900,January,2014,37,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",9,42,54,1,378,379
1/31/2016,1/31/1900,January,2016,37,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",11,42,54,1,462,463
3/12/2014,1/12/1900,March,2014,37,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",12,42,54,1,504,505
3/12/2016,1/12/1900,March,2016,37,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",11,42,54,1,462,463
4/13/2014,1/13/1900,April,2014,37,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",24,42,54,3,1008,1011
4/13/2016,1/13/1900,April,2016,37,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",26,42,54,3,1092,1095
7/19/2014,1/19/1900,July,2014,37,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",9,42,54,1,378,379
7/19/2016,1/19/1900,July,2016,37,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",10,42,54,1,420,421
9/18/2013,1/18/1900,September,2013,29,Young Adults (25-34),M,Australia,South Australia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",6,42,54,14,252,266
9/18/2015,1/18/1900,September,2015,29,Young Adults (25-34),M,Australia,South Australia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",7,42,54,16,294,310
9/7/2013,1/7/1900,September,2013,36,Adults (35-64),F,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",14,42,54,9,588,597
9/7/2015,1/7/1900,September,2015,36,Adults (35-64),F,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",15,42,54,10,630,640
1/14/2014,1/14/1900,January,2014,36,Adults (35-64),F,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",18,42,54,12,756,768
1/14/2016,1/14/1900,January,2016,36,Adults (35-64),F,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",17,42,54,11,714,725
11/1/2013,1/1/1900,November,2013,55,Adults (35-64),F,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",14,42,54,47,588,635
11/1/2015,1/1/1900,November,2015,55,Adults (35-64),F,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",14,42,54,47,588,635
5/1/2014,1/1/1900,May,2014,40,Adults (35-64),F,France,Nord,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",22,42,54,110,924,1034
5/1/2016,1/1/1900,May,2016,40,Adults (35-64),F,France,Nord,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",21,42,54,105,882,987
12/25/2013,1/25/1900,December,2013,42,Adults (35-64),M,France,Hauts de Seine,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",9,42,54,74,378,452
12/25/2015,1/25/1900,December,2015,42,Adults (35-64),M,France,Hauts de Seine,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",6,42,54,49,252,301
6/20/2014,1/20/1900,June,2014,42,Adults (35-64),M,France,Hauts de Seine,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",10,42,54,82,420,502
6/20/2016,1/20/1900,June,2016,42,Adults (35-64),M,France,Hauts de Seine,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",8,42,54,66,336,402
2/22/2014,1/22/1900,February,2014,53,Adults (35-64),F,Germany,Hamburg,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",21,42,54,173,882,1055
2/22/2016,1/22/1900,February,2016,53,Adults (35-64),F,Germany,Hamburg,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",23,42,54,189,966,1155
6/14/2014,1/14/1900,June,2014,53,Adults (35-64),F,Germany,Hamburg,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",13,42,54,107,546,653
6/14/2016,1/14/1900,June,2016,53,Adults (35-64),F,Germany,Hamburg,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",15,42,54,123,630,753
7/20/2014,1/20/1900,July,2014,53,Adults (35-64),F,Germany,Hamburg,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",17,42,54,140,714,854
7/20/2016,1/20/1900,July,2016,53,Adults (35-64),F,Germany,Hamburg,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",14,42,54,115,588,703
11/19/2013,1/19/1900,November,2013,52,Adults (35-64),F,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",9,42,54,89,378,467
11/19/2015,1/19/1900,November,2015,52,Adults (35-64),F,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",9,42,54,89,378,467
8/18/2013,1/18/1900,August,2013,24,Youth (<25),F,France,Seine (Paris),Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",24,42,54,55,1008,1063
8/18/2015,1/18/1900,August,2015,24,Youth (<25),F,France,Seine (Paris),Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",23,42,54,52,966,1018
3/21/2014,1/21/1900,March,2014,33,Young Adults (25-34),F,France,Seine Saint Denis,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",24,42,54,55,1008,1063
3/21/2016,1/21/1900,March,2016,33,Young Adults (25-34),F,France,Seine Saint Denis,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",22,42,54,50,924,974
12/20/2013,1/20/1900,December,2013,20,Youth (<25),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",18,42,54,90,756,846
12/20/2015,1/20/1900,December,2015,20,Youth (<25),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",16,42,54,80,672,752
2/3/2014,1/3/1900,February,2014,20,Youth (<25),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",11,42,54,55,462,517
2/3/2016,1/3/1900,February,2016,20,Youth (<25),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",8,42,54,40,336,376
3/23/2014,1/23/1900,March,2014,28,Young Adults (25-34),M,Germany,Saarland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",1,42,54,2,42,44
3/23/2016,1/23/1900,March,2016,28,Young Adults (25-34),M,Germany,Saarland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",1,42,54,2,42,44
12/14/2013,1/14/1900,December,2013,28,Young Adults (25-34),F,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",14,42,54,138,588,726
12/14/2015,1/14/1900,December,2015,28,Young Adults (25-34),F,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",16,42,54,157,672,829
1/6/2014,1/6/1900,January,2014,28,Young Adults (25-34),F,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",15,42,54,148,630,778
1/6/2016,1/6/1900,January,2016,28,Young Adults (25-34),F,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",12,42,54,118,504,622
4/17/2014,1/17/1900,April,2014,28,Young Adults (25-34),F,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",6,42,54,59,252,311
4/17/2016,1/17/1900,April,2016,28,Young Adults (25-34),F,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",5,42,54,49,210,259
5/29/2014,1/29/1900,May,2014,28,Young Adults (25-34),F,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",4,42,54,39,168,207
5/29/2016,1/29/1900,May,2016,28,Young Adults (25-34),F,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",6,42,54,59,252,311
11/5/2013,1/5/1900,November,2013,19,Youth (<25),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",3,42,54,0,126,126
11/5/2015,1/5/1900,November,2015,19,Youth (<25),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",1,42,54,0,42,42
12/11/2013,1/11/1900,December,2013,19,Youth (<25),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",24,42,54,3,1008,1011
12/11/2015,1/11/1900,December,2015,19,Youth (<25),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",22,42,54,3,924,927
8/30/2013,1/30/1900,August,2013,17,Youth (<25),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",9,42,54,98,378,476
8/30/2015,1/30/1900,August,2015,17,Youth (<25),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",6,42,54,66,252,318
7/15/2014,1/15/1900,July,2014,44,Adults (35-64),M,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",12,42,54,40,504,544
7/15/2016,1/15/1900,July,2016,44,Adults (35-64),M,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",9,42,54,30,378,408
9/13/2013,1/13/1900,September,2013,21,Youth (<25),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",2,42,54,22,84,106
9/13/2015,1/13/1900,September,2015,21,Youth (<25),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",1,42,54,11,42,53
9/23/2013,1/23/1900,September,2013,21,Youth (<25),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",4,42,54,44,168,212
9/23/2015,1/23/1900,September,2015,21,Youth (<25),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",1,42,54,11,42,53
10/6/2013,1/6/1900,October,2013,21,Youth (<25),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",16,42,54,175,672,847
10/6/2015,1/6/1900,October,2015,21,Youth (<25),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",17,42,54,186,714,900
10/11/2013,1/11/1900,October,2013,21,Youth (<25),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",1,42,54,11,42,53
10/11/2015,1/11/1900,October,2015,21,Youth (<25),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",3,42,54,33,126,159
11/19/2013,1/19/1900,November,2013,21,Youth (<25),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",17,42,54,186,714,900
11/19/2015,1/19/1900,November,2015,21,Youth (<25),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",19,42,54,207,798,1005
1/18/2014,1/18/1900,January,2014,21,Youth (<25),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",19,42,54,207,798,1005
1/18/2016,1/18/1900,January,2016,21,Youth (<25),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",21,42,54,229,882,1111
4/21/2014,1/21/1900,April,2014,21,Youth (<25),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",10,42,54,109,420,529
4/21/2016,1/21/1900,April,2016,21,Youth (<25),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",11,42,54,120,462,582
6/8/2014,1/8/1900,June,2014,21,Youth (<25),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",13,42,54,142,546,688
6/8/2016,1/8/1900,June,2016,21,Youth (<25),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",15,42,54,164,630,794
7/29/2014,1/29/1900,July,2014,21,Youth (<25),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",4,42,54,44,168,212
7/29/2016,1/29/1900,July,2016,21,Youth (<25),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",4,42,54,44,168,212
12/25/2013,1/25/1900,December,2013,38,Adults (35-64),M,Australia,South Australia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",18,42,54,41,756,797
12/25/2015,1/25/1900,December,2015,38,Adults (35-64),M,Australia,South Australia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",20,42,54,46,840,886
4/4/2014,1/4/1900,April,2014,38,Adults (35-64),M,Australia,South Australia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",12,42,54,27,504,531
4/4/2016,1/4/1900,April,2016,38,Adults (35-64),M,Australia,South Australia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",10,42,54,23,420,443
12/31/2013,1/31/1900,December,2013,38,Adults (35-64),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",13,42,54,142,546,688
12/31/2015,1/31/1900,December,2015,38,Adults (35-64),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",14,42,54,153,588,741
6/6/2014,1/6/1900,June,2014,38,Adults (35-64),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",3,42,54,33,126,159
6/6/2016,1/6/1900,June,2016,38,Adults (35-64),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",1,42,54,11,42,53
6/24/2014,1/24/1900,June,2014,38,Adults (35-64),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",4,42,54,44,168,212
6/24/2016,1/24/1900,June,2016,38,Adults (35-64),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",2,42,54,22,84,106
11/14/2013,1/14/1900,November,2013,27,Young Adults (25-34),M,Australia,South Australia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",21,42,54,48,882,930
11/14/2015,1/14/1900,November,2015,27,Young Adults (25-34),M,Australia,South Australia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",19,42,54,43,798,841
5/29/2014,1/29/1900,May,2014,27,Young Adults (25-34),M,Australia,South Australia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",1,42,54,2,42,44
5/29/2016,1/29/1900,May,2016,27,Young Adults (25-34),M,Australia,South Australia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",1,42,54,2,42,44
12/30/2013,1/30/1900,December,2013,32,Young Adults (25-34),F,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",30,42,54,20,1260,1280
12/30/2015,1/30/1900,December,2015,32,Young Adults (25-34),F,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",27,42,54,18,1134,1152
2/27/2014,1/27/1900,February,2014,32,Young Adults (25-34),F,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",25,42,54,17,1050,1067
2/27/2016,1/27/1900,February,2016,32,Young Adults (25-34),F,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",27,42,54,18,1134,1152
7/7/2014,1/7/1900,July,2014,32,Young Adults (25-34),F,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",13,42,54,9,546,555
7/7/2016,1/7/1900,July,2016,32,Young Adults (25-34),F,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",14,42,54,9,588,597
8/12/2013,1/12/1900,August,2013,29,Young Adults (25-34),M,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",10,42,54,7,420,427
8/12/2015,1/12/1900,August,2015,29,Young Adults (25-34),M,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",12,42,54,8,504,512
2/10/2014,1/10/1900,February,2014,29,Young Adults (25-34),M,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",17,42,54,11,714,725
2/10/2016,1/10/1900,February,2016,29,Young Adults (25-34),M,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",17,42,54,11,714,725
5/4/2014,1/4/1900,May,2014,29,Young Adults (25-34),M,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",5,42,54,3,210,213
5/4/2016,1/4/1900,May,2016,29,Young Adults (25-34),M,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",7,42,54,5,294,299
7/30/2013,1/30/1900,July,2013,42,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",19,42,54,2,798,800
7/30/2015,1/30/1900,July,2015,42,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",16,42,54,2,672,674
11/5/2013,1/5/1900,November,2013,42,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",5,42,54,1,210,211
11/5/2015,1/5/1900,November,2015,42,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",4,42,54,0,168,168
12/28/2013,1/28/1900,December,2013,42,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",30,42,54,4,1260,1264
12/28/2015,1/28/1900,December,2015,42,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",32,42,54,4,1344,1348
2/12/2014,1/12/1900,February,2014,42,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",6,42,54,1,252,253
2/12/2016,1/12/1900,February,2016,42,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",7,42,54,1,294,295
2/26/2014,1/26/1900,February,2014,46,Adults (35-64),F,United States,Mississippi,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",17,42,54,94,714,808
2/26/2016,1/26/1900,February,2016,46,Adults (35-64),F,United States,Mississippi,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",14,42,54,77,588,665
11/7/2013,1/7/1900,November,2013,37,Adults (35-64),F,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",21,42,54,14,882,896
11/7/2015,1/7/1900,November,2015,37,Adults (35-64),F,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",19,42,54,13,798,811
12/6/2013,1/6/1900,December,2013,37,Adults (35-64),F,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",11,42,54,7,462,469
12/6/2015,1/6/1900,December,2015,37,Adults (35-64),F,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",10,42,54,7,420,427
2/28/2014,1/28/1900,February,2014,37,Adults (35-64),F,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",14,42,54,9,588,597
2/28/2016,1/28/1900,February,2016,37,Adults (35-64),F,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",11,42,54,7,462,469
6/25/2014,1/25/1900,June,2014,37,Adults (35-64),F,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",22,42,54,15,924,939
6/25/2016,1/25/1900,June,2016,37,Adults (35-64),F,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",24,42,54,16,1008,1024
6/29/2014,1/29/1900,June,2014,37,Adults (35-64),F,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",9,42,54,6,378,384
6/29/2016,1/29/1900,June,2016,37,Adults (35-64),F,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",8,42,54,5,336,341
1/31/2014,1/31/1900,January,2014,56,Adults (35-64),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",3,42,54,15,126,141
1/31/2016,1/31/1900,January,2016,56,Adults (35-64),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",1,42,54,5,42,47
6/22/2014,1/22/1900,June,2014,43,Adults (35-64),F,France,Moselle,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",16,42,54,88,672,760
6/22/2016,1/22/1900,June,2016,43,Adults (35-64),F,France,Moselle,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",18,42,54,99,756,855
9/6/2013,1/6/1900,September,2013,23,Youth (<25),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",19,42,54,95,798,893
9/6/2015,1/6/1900,September,2015,23,Youth (<25),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",21,42,54,105,882,987
10/14/2013,1/14/1900,October,2013,23,Youth (<25),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",18,42,54,90,756,846
10/14/2015,1/14/1900,October,2015,23,Youth (<25),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",18,42,54,90,756,846
1/15/2014,1/15/1900,January,2014,23,Youth (<25),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",2,42,54,10,84,94
1/15/2016,1/15/1900,January,2016,23,Youth (<25),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",3,42,54,15,126,141
5/19/2014,1/19/1900,May,2014,23,Youth (<25),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",14,42,54,70,588,658
5/19/2016,1/19/1900,May,2016,23,Youth (<25),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",15,42,54,75,630,705
6/13/2014,1/13/1900,June,2014,23,Youth (<25),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",6,42,54,30,252,282
6/13/2016,1/13/1900,June,2016,23,Youth (<25),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",3,42,54,15,126,141
10/23/2013,1/23/1900,October,2013,23,Youth (<25),M,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",23,42,54,226,966,1192
10/23/2015,1/23/1900,October,2015,23,Youth (<25),M,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",24,42,54,236,1008,1244
12/18/2013,1/18/1900,December,2013,23,Youth (<25),M,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",28,42,54,276,1176,1452
12/18/2015,1/18/1900,December,2015,23,Youth (<25),M,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",26,42,54,256,1092,1348
1/11/2014,1/11/1900,January,2014,23,Youth (<25),M,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",10,42,54,98,420,518
1/11/2016,1/11/1900,January,2016,23,Youth (<25),M,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",7,42,54,69,294,363
4/10/2014,1/10/1900,April,2014,23,Youth (<25),M,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",8,42,54,79,336,415
4/10/2016,1/10/1900,April,2016,23,Youth (<25),M,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",6,42,54,59,252,311
6/27/2014,1/27/1900,June,2014,23,Youth (<25),M,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",14,42,54,138,588,726
6/27/2016,1/27/1900,June,2016,23,Youth (<25),M,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",12,42,54,118,504,622
9/14/2013,1/14/1900,September,2013,25,Young Adults (25-34),F,Germany,Hamburg,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",20,42,54,164,840,1004
9/14/2015,1/14/1900,September,2015,25,Young Adults (25-34),F,Germany,Hamburg,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",21,42,54,173,882,1055
10/9/2013,1/9/1900,October,2013,26,Young Adults (25-34),M,Germany,Hamburg,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",7,42,54,58,294,352
10/9/2015,1/9/1900,October,2015,26,Young Adults (25-34),M,Germany,Hamburg,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",5,42,54,41,210,251
2/10/2014,1/10/1900,February,2014,26,Young Adults (25-34),M,Germany,Hamburg,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",24,42,54,197,1008,1205
2/10/2016,1/10/1900,February,2016,26,Young Adults (25-34),M,Germany,Hamburg,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",21,42,54,173,882,1055
